Species,Method,Abundance,F,CV,Error_para,Scenario
Medium-lived,LBB,-0.257864386,-0.182080835,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.202948598,-0.192989391,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.208002702,-0.196324972,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.296910219,-0.156619139,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.286679381,-0.160636365,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.213133789,-0.197398705,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.202103177,-0.196944285,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.241210058,-0.188234357,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.181453332,-0.209512032,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.200406948,-0.210275135,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.283607142,-0.16937437,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.2235293,-0.190457961,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.323401345,-0.143436957,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.157181526,-0.214856015,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.122218645,-0.234525421,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.288573753,-0.147879177,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.309744863,-0.157156882,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.203410441,-0.209351465,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.257479163,-0.169041027,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.079672056,-0.253474728,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.249214623,-0.175971542,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.198923673,-0.201157151,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.242652001,-0.184730647,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.307048903,-0.137024026,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.226710487,-0.188366984,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.361187288,-0.121218421,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.149662238,-0.224960211,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.251637863,-0.171294152,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.094882513,-0.246813029,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.191220125,-0.222272748,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.285090471,-0.167381539,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.201290816,-0.204180426,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.306974096,-0.143453503,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.326841037,-0.1355195,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.232656335,-0.195203366,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.269735453,-0.170969819,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.242777431,-0.176270438,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.247681469,-0.17759653,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.279353859,-0.159572817,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.270516073,-0.180947086,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.257747833,-0.169039199,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.16942567,-0.211692346,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.351542129,-0.115890612,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.205455313,-0.199086833,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.232520558,-0.180966105,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.174206266,-0.214538732,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.270006586,-0.169415374,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.235276649,-0.175381145,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.228760976,-0.187835109,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.295295085,-0.152263362,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.165035529,-0.21546942,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.15511983,-0.22951769,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.192739027,-0.210096152,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.130880788,-0.23473864,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.213340433,-0.184741726,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.340101886,-0.125103128,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.293203302,-0.145638087,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.340806813,-0.113218122,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.291627764,-0.146255459,Low,M,Low CV*Equilibrium
Medium-lived,LBB,-0.217866883,-0.204083034,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.252543704,-0.161246743,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.185908265,-0.244798534,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.32439755,-0.096149038,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.272457026,-0.151739707,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.207131049,-0.221692232,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.295703796,-0.125276621,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.305579662,-0.104094402,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.287726272,-0.127907101,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.217174909,-0.210666323,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.332167359,-0.065648315,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.279186336,-0.138048133,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.18841453,-0.24561006,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.071310928,-0.340745452,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.324560824,-0.083490026,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.240827765,-0.186588125,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.242592338,-0.186903816,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.311953635,-0.099650534,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.3101484,-0.098257769,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.283709663,-0.13321495,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.312508646,-0.101193024,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.298271144,-0.119161037,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.249274572,-0.180592232,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.095863868,-0.321240474,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.303792994,-0.104744837,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.246460634,-0.178571037,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.234681347,-0.197653435,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.144162616,-0.281839939,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.222807378,-0.206996771,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.276098594,-0.141516292,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.321784811,-0.0901777,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.245525239,-0.182122163,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.272142869,-0.142619777,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.222555513,-0.205300738,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.147089901,-0.280988418,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.218387395,-0.208579332,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.224818529,-0.205195452,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.246951276,-0.171264376,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.320308244,-0.097267196,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.300165134,-0.116545347,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.231779144,-0.190103837,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.244041558,-0.191246558,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.294402358,-0.120603803,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.297115471,-0.119460052,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.193921268,-0.227135902,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.210245709,-0.224122457,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.268777902,-0.147851752,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.294175412,-0.127702934,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.252270263,-0.163863002,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.306217743,-0.108712954,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.258112896,-0.165527838,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.192700954,-0.232999159,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.282481633,-0.14465006,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.17675902,-0.256035199,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.338848238,-0.063771361,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.373261896,-0.015652067,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.207174262,-0.2070654,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.180121294,-0.246079983,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.296620469,-0.116261765,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.231171846,-0.190399221,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.399308228,0.024360398,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.255932624,-0.169633818,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.289631908,-0.128060953,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.239405877,-0.184282599,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.199170023,-0.227076423,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.256313204,-0.171949658,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.112746445,-0.309112807,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.349251641,-0.048168849,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.257587092,-0.161229767,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.36774236,-0.026064917,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.270603192,-0.148766409,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.190563713,-0.232829758,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.282050845,-0.134612131,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.190053702,-0.246422204,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.177854374,-0.252438305,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.26643702,-0.157712503,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.223120937,-0.202949316,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.245426325,-0.179299889,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.249044156,-0.178441728,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.186086659,-0.242706388,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.229980826,-0.194584058,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.225830962,-0.20317538,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.324356982,-0.081705667,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.112749751,-0.300376718,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.283711764,-0.133212228,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.276657855,-0.152167431,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.303158453,-0.108653682,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.231301413,-0.187636612,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.278016897,-0.136345259,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.253248734,-0.170369132,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.232986909,-0.193739065,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.32922555,-0.072092366,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.337880176,-0.066926782,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.290635774,-0.132520745,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.350027546,-0.049025604,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.275135462,-0.145562017,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.136480672,-0.290488982,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.211414005,-0.216455288,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.161546636,-0.26925331,Low,K,Low CV*Equilibrium
Medium-lived,LBB,-0.221740766,-0.208581939,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.537967808,-0.054220695,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.310609856,-0.135086694,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.310609856,-0.135086694,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.383959957,-0.110538087,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.49510381,-0.070646601,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.44447955,-0.089262628,Low,M,Low CV*Equilibrium
Medium-lived,LBRA,-0.435646931,-0.127119035,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.446796403,-0.078165115,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.432197076,-0.139759411,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.471374031,0.0071397,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.448618228,-0.069350573,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.432457328,-0.138843282,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.450622509,-0.059807437,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.454022551,-0.044645898,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.451779646,-0.054468335,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.440410709,-0.10771715,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.469087347,0.002093843,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.449377173,-0.065704518,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.435729171,-0.126804005,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.398937328,-0.223096245,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.460378307,-0.021283407,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.443901726,-0.091977949,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.444271997,-0.090240999,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.457177177,-0.032226893,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.455244141,-0.03963647,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.452021534,-0.053373351,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.456771654,-0.033729103,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.454660504,-0.04199838,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.445427311,-0.084756679,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.40610803,-0.209478531,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.452370751,-0.051806746,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.443756854,-0.092654462,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.44244865,-0.098677303,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.419605897,-0.178139735,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.437920711,-0.118157092,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.449733052,-0.064006545,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.46529129,-0.00715804,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.443148738,-0.095474055,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.449349742,-0.065835749,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.443786954,-0.092514046,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.421695342,-0.172477907,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.438849613,-0.11434061,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.439149319,-0.113089452,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.443715569,-0.092846914,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.459909963,-0.02278844,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.454382394,-0.043144159,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.442332359,-0.09920474,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.441130785,-0.104573185,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.453434633,-0.047145347,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.451526262,-0.055623639,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.434650412,-0.13088392,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.434345655,-0.13201634,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.449058665,-0.067231049,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.454460652,-0.042820427,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.443023253,-0.096051672,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.456167676,-0.036017551,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.449481635,-0.065205209,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.435874106,-0.126247196,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.448763843,-0.068648868,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.426808753,-0.157509677,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.467072612,-0.002665446,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.484071766,0.030412327,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.439537702,-0.111453704,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.428442779,-0.152359346,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.451699109,-0.054834643,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.442723819,-0.097423935,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.502008906,0.055866392,Low,K,Low CV*Equilibrium
Medium-lived,LBRA,-0.443975261,-0.091633886,Low,K,Low CV*Equilibrium
